"CaseRef","CaseCommonName","ElfFairy_Type","Causeofmalice","Motif_Type","RitualObject_Type","CaseNotes","FolkNotes"
"C/EGD/2158","Strauthaquhin,Isobell","Male fairy (elf)","Revenge","Three","Water",NULL,"Claimed her mother learned her skill from an elf man who had lain with her. Used paper and threads to stop a woman's husband from beating her. Used coin and red wax wrapped in cloth, to ensure marriages. The talisman was to be worn about the neck and when the desired partner was seen it was to be used to strike the face. Turned a new born baby three times, baby then died. Cured oxen by tying them with a collar/bridle. When they were released the person who released them took ill and died. Accused of bewitching doors/thresholds. Later either the next person to touch the door or animal to cross over, took ill and died. Took dead people's bones and rinsed them in water. The water was then used to cure a sick person and the bones to be thrown into the River Don. The river 'rumlit as all the hills hed fallin thairin'. Took burning coal at Hallowe'en and buried it in her yard."
"C/EGD/2158","Strauthaquhin,Isobell","Male fairy (elf)","Revenge","Three","Bone",NULL,"Claimed her mother learned her skill from an elf man who had lain with her. Used paper and threads to stop a woman's husband from beating her. Used coin and red wax wrapped in cloth, to ensure marriages. The talisman was to be worn about the neck and when the desired partner was seen it was to be used to strike the face. Turned a new born baby three times, baby then died. Cured oxen by tying them with a collar/bridle. When they were released the person who released them took ill and died. Accused of bewitching doors/thresholds. Later either the next person to touch the door or animal to cross over, took ill and died. Took dead people's bones and rinsed them in water. The water was then used to cure a sick person and the bones to be thrown into the River Don. The river 'rumlit as all the hills hed fallin thairin'. Took burning coal at Hallowe'en and buried it in her yard."
"C/EGD/2158","Strauthaquhin,Isobell","Male fairy (elf)","Revenge","Three","Wax",NULL,"Claimed her mother learned her skill from an elf man who had lain with her. Used paper and threads to stop a woman's husband from beating her. Used coin and red wax wrapped in cloth, to ensure marriages. The talisman was to be worn about the neck and when the desired partner was seen it was to be used to strike the face. Turned a new born baby three times, baby then died. Cured oxen by tying them with a collar/bridle. When they were released the person who released them took ill and died. Accused of bewitching doors/thresholds. Later either the next person to touch the door or animal to cross over, took ill and died. Took dead people's bones and rinsed them in water. The water was then used to cure a sick person and the bones to be thrown into the River Don. The river 'rumlit as all the hills hed fallin thairin'. Took burning coal at Hallowe'en and buried it in her yard."
"C/EGD/2158","Strauthaquhin,Isobell","Male fairy (elf)","Revenge","Three","Coal",NULL,"Claimed her mother learned her skill from an elf man who had lain with her. Used paper and threads to stop a woman's husband from beating her. Used coin and red wax wrapped in cloth, to ensure marriages. The talisman was to be worn about the neck and when the desired partner was seen it was to be used to strike the face. Turned a new born baby three times, baby then died. Cured oxen by tying them with a collar/bridle. When they were released the person who released them took ill and died. Accused of bewitching doors/thresholds. Later either the next person to touch the door or animal to cross over, took ill and died. Took dead people's bones and rinsed them in water. The water was then used to cure a sick person and the bones to be thrown into the River Don. The river 'rumlit as all the hills hed fallin thairin'. Took burning coal at Hallowe'en and buried it in her yard."
"C/EGD/2158","Strauthaquhin,Isobell","Male fairy (elf)","Revenge","Three","Bridle/collar",NULL,"Claimed her mother learned her skill from an elf man who had lain with her. Used paper and threads to stop a woman's husband from beating her. Used coin and red wax wrapped in cloth, to ensure marriages. The talisman was to be worn about the neck and when the desired partner was seen it was to be used to strike the face. Turned a new born baby three times, baby then died. Cured oxen by tying them with a collar/bridle. When they were released the person who released them took ill and died. Accused of bewitching doors/thresholds. Later either the next person to touch the door or animal to cross over, took ill and died. Took dead people's bones and rinsed them in water. The water was then used to cure a sick person and the bones to be thrown into the River Don. The river 'rumlit as all the hills hed fallin thairin'. Took burning coal at Hallowe'en and buried it in her yard."
"C/EGD/2160","Wobster,Agnes","Sunrise","Revenge","Three","Pottage",NULL,"Claimed that she gave 'devilische potage' to a woman. She claimed it was brawn and jelly but the woman refused it otherwise she would have died. Witness claimed that she, or a devil in her likeness, appeared and vomited and spewed fyrie brunndes (brands) from her mouth. Accused of having gone three times to a stone, called the Curstane, at sunrise in May."
"C/EGD/2160","Wobster,Agnes","Sunrise","Revenge","Three","Stones",NULL,"Claimed that she gave 'devilische potage' to a woman. She claimed it was brawn and jelly but the woman refused it otherwise she would have died. Witness claimed that she, or a devil in her likeness, appeared and vomited and spewed fyrie brunndes (brands) from her mouth. Accused of having gone three times to a stone, called the Curstane, at sunrise in May."
"C/EGD/2160","Wobster,Agnes","Sunrise","Refusal of alms","Three","Pottage",NULL,"Claimed that she gave 'devilische potage' to a woman. She claimed it was brawn and jelly but the woman refused it otherwise she would have died. Witness claimed that she, or a devil in her likeness, appeared and vomited and spewed fyrie brunndes (brands) from her mouth. Accused of having gone three times to a stone, called the Curstane, at sunrise in May."
"C/EGD/2160","Wobster,Agnes","Sunrise","Refusal of alms","Three","Stones",NULL,"Claimed that she gave 'devilische potage' to a woman. She claimed it was brawn and jelly but the woman refused it otherwise she would have died. Witness claimed that she, or a devil in her likeness, appeared and vomited and spewed fyrie brunndes (brands) from her mouth. Accused of having gone three times to a stone, called the Curstane, at sunrise in May."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Three","Water",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Three","Clothing",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Three","Stones",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Three","Nail trimmings",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Three","Bannock",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Three","Hair",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Three","Water",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Three","Clothing",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Three","Stones",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Three","Nail trimmings",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Three","Bannock",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Three","Hair",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Trinity","Water",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Trinity","Clothing",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Trinity","Stones",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Trinity","Nail trimmings",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Trinity","Bannock",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Trinity","Hair",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Trinity","Water",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Trinity","Clothing",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Trinity","Stones",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Trinity","Nail trimmings",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Trinity","Bannock",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Trinity","Hair",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Prayer","Water",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Prayer","Clothing",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Prayer","Stones",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Prayer","Nail trimmings",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Prayer","Bannock",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Revenge","Prayer","Hair",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Prayer","Water",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Prayer","Clothing",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Prayer","Stones",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Prayer","Nail trimmings",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Prayer","Bannock",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2262","Tailzour,Jonet","Thorn Tree","Failed healing","Prayer","Hair",NULL,"Many details about her healing rituals some of which used words in the form of prayers. Others involved complicated use of south running water, hair and nail trimmings, bannocks, and other objects."
"C/EGD/2312","Cumlaquoy,Mareon","Sunrise","Revenge","Three","Fire",NULL,"Accused of going to someone's house at sunrise, then went three times withershins round the fire. It was claimed this act caused a neighbour's bear (meal) to go rotten and his oats did not grow. Accused of hitting a cow three times with the skirt of her coat (?)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Bible","Plant",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Bible","Salve",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Bible","Water",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Bible","Fire",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Bible","Smoke",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Bible","Belt",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Bible","Straw",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Fairy Blast",NULL,"Bible","Plant",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Fairy Blast",NULL,"Bible","Salve",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Fairy Blast",NULL,"Bible","Water",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Fairy Blast",NULL,"Bible","Fire",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Fairy Blast",NULL,"Bible","Smoke",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Fairy Blast",NULL,"Bible","Belt",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Fairy Blast",NULL,"Bible","Straw",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Three","Plant",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Three","Salve",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Three","Water",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Three","Fire",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Three","Smoke",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
"C/EGD/785","Miller,Jonet","Thorn Tree",NULL,"Three","Belt",NULL,"Foxtree leaves (foxglove) used to cure sickness. The consulter was told to take her mother to a certain place, wash her and use foxtree leaves, and leave the sickness at the place where she got it.  She diagnosed an illness as possibly related to the fairries having taken his tongue, if this was true she could be no help to him.  But he should try foxtree leaves and S. running water.  She gripped a child and told them to keep it close and away from the minister.  Diagnosed a child with 'Ferrie blast'.  She did a cure where the victim had to sit between three fires.  A ritual with smoke and fire to get a man out of a witch's grip.  Again told to keep it close especially from the minister.  Advised to keep the bible near for a cure for distempter.  She said a man became ill after digging up a thorn tree.  She diagnosed bewitchings as caused by Kirkcudbright and Dumfries witches (told the victims to get 3 stopings of straw from the witches' roof and burn them)."
